customer_id,age,income,account_type,tenure_months,location,has_credit_card,num_products,is_active_member,churn,account_type_encoded,location_encoded,total_amount,avg_amount,transaction_count,amount_std,days_since_last_transaction,most_frequent_type,unique_merchants,total_tickets,avg_resolution_time,avg_satisfaction,income_per_product,amount_per_transaction,tickets_per_tenure,is_high_value,is_recent_customer,has_complaints
CUST_000011,38,57582,Basic,89,Suburban,1,1,0,1,0,1,1125.6207661427566,66.21298624369156,17,43.79768330012826,88,Purchase,4,1.0,12.370424007331806,3.0,28791.0,62.53448700793092,0.011111111111111112,0,0,1
CUST_000012,38,55587,Basic,13,Urban,1,1,1,0,0,2,1064.9308494422864,62.642991143663906,17,56.82575500358085,4,Purchase,5,0.0,0.0,0.0,27793.5,59.162824969015915,0.0,0,0,0
CUST_000013,48,18809,Premium,0,Rural,1,1,1,1,2,0,2128.6746629384716,101.36546013992722,21,59.35676904415235,30,Purchase,5,0.0,0.0,0.0,9404.5,96.75793922447598,0.0,0,1,0
CUST_000014,18,28768,Basic,16,Urban,1,3,1,0,0,2,2039.6105237556042,81.58442095022417,25,88.86314144857208,16,Purchase,4,0.0,0.0,0.0,7192.0,78.44655860598478,0.0,0,0,0
CUST_000015,19,54802,Premium,23,Urban,1,2,1,1,2,2,1612.0430699244082,94.8260629367299,17,99.43384184201145,7,Purchase,5,0.0,0.0,0.0,18267.333333333332,89.5579483291338,0.0,0,0,0
CUST_000016,36,37077,Premium,35,Urban,0,3,1,0,2,2,2070.8418649767577,138.05612433178385,15,220.08861726741193,4,Purchase,5,0.0,0.0,0.0,9269.25,129.42761656104736,0.0,0,0,0
CUST_000017,29,21229,Basic,68,Suburban,1,0,1,1,0,1,970.2563044172341,57.0739002598373,17,37.95694586794721,20,Purchase,3,1.0,1.7678161669336916,3.0,21229.0,53.903128023179676,0.014492753623188406,0,0,1
CUST_000018,49,45668,Basic,59,Suburban,1,4,0,0,0,1,2532.1518310088622,93.78340114847639,27,79.81847657220122,18,Purchase,4,0.0,0.0,0.0,9133.6,90.43399396460222,0.0,1,0,0
CUST_000019,31,25402,Basic,67,Suburban,0,8,0,1,0,1,1440.955517830355,72.04777589151774,20,83.8324545061625,30,Purchase,4,0.0,0.0,0.0,2822.4444444444443,68.6169294204931,0.0,0,0,0
CUST_000020,23,89077,Gold,0,Urban,1,7,1,1,1,2,2620.803080714485,113.94796003106457,23,176.14179261682378,8,Purchase,4,0.0,0.0,0.0,11134.625,109.20012836310354,0.0,1,1,0
CUST_000021,66,78623,Basic,29,Urban,1,2,1,0,0,2,1167.1353987096672,58.356769935483364,20,37.33571571257141,27,Purchase,5,0.0,0.0,0.0,26207.666666666668,55.57787612903177,0.0,0,0,0
CUST_000022,41,49121,Basic,6,Urban,1,2,0,0,0,2,1007.755134372658,55.98639635403655,18,46.232279566046806,4,Purchase,5,0.0,0.0,0.0,16373.666666666666,53.03974391435042,0.0,0,1,0
CUST_000023,46,71718,Premium,4,Rural,1,4,1,1,2,0,1808.8115447727678,86.13388308441752,21,90.18981933871065,12,Purchase,5,0.0,0.0,0.0,14343.6,82.21870658058036,0.0,0,1,0
CUST_000024,23,37511,Basic,38,Urban,1,1,1,1,0,2,1313.6189881984585,93.82992772846133,14,112.50010671843118,10,Purchase,5,1.0,65.90484108019648,5.0,18755.5,87.57459921323057,0.02564102564102564,0,0,1
CUST_000025,36,53248,Gold,12,Suburban,0,4,1,0,1,1,998.2092853907263,62.388080336920396,16,32.14156793713652,39,Purchase,5,0.0,0.0,0.0,10649.6,58.71819325827802,0.0,0,0,0
CUST_000026,46,76028,Premium,59,Rural,1,0,1,1,2,0,1150.7836150226856,71.92397593891785,16,98.69174146374,38,Purchase,5,0.0,0.0,0.0,76028.0,67.69315382486386,0.0,0,0,0
CUST_000027,27,41058,Basic,1,Urban,0,1,1,1,0,2,2238.9998121898307,93.29165884124295,24,97.37880143327372,30,Purchase,5,0.0,0.0,0.0,20529.0,89.55999248759322,0.0,0,1,0
CUST_000028,50,31965,Premium,38,Suburban,0,4,1,0,2,1,2125.5122767473845,106.27561383736922,20,98.69328813476979,2,Purchase,4,1.0,4.600994852650017,1.0,6393.0,101.21487032130402,0.02564102564102564,0,0,1
CUST_000029,35,15485,Basic,3,Urban,0,4,1,0,0,2,1541.0717400106855,67.00311913089936,23,33.56573201551833,3,Purchase,5,0.0,0.0,0.0,3097.0,64.21132250044523,0.0,0,1,0
CUST_000030,40,34836,Premium,4,Urban,1,2,1,0,2,2,919.7796278576516,48.40945409777114,19,43.328311048291106,25,Purchase,5,0.0,0.0,0.0,11612.0,45.98898139288258,0.0,0,1,0
CUST_000031,35,54814,Premium,15,Urban,1,1,1,1,2,2,1966.408494618174,89.38220430082609,22,102.47514285102392,12,Purchase,5,2.0,7.3892653431854445,3.0,27407.0,85.496021505138,0.125,0,0,1
CUST_000032,72,58268,Basic,12,Rural,1,4,1,0,0,0,1035.73765560965,64.73360347560312,16,59.01188716374226,4,Purchase,5,0.0,0.0,0.0,11653.6,60.925744447626464,0.0,0,0,0
CUST_000033,44,46731,Basic,15,Urban,1,2,1,0,0,2,2006.5539388824996,105.60810204644734,19,121.52733775302637,6,Purchase,5,0.0,0.0,0.0,15577.0,100.32769694412498,0.0,0,0,0
CUST_000034,29,27704,Gold,67,Urban,1,1,1,0,1,2,1757.7872681289264,76.42553339690984,23,77.9379786057956,15,Purchase,5,0.0,0.0,0.0,13852.0,73.2411361720386,0.0,0,0,0
CUST_000035,57,13515,Basic,25,Urban,1,2,1,0,0,2,1537.6507021218263,85.42503900676813,18,90.1573899558511,30,Purchase,5,0.0,0.0,0.0,4505.0,80.92898432220139,0.0,0,0,0
CUST_000036,26,28350,Premium,8,Urban,0,2,1,0,2,2,1126.4786657818004,93.87322214848336,12,88.46586000174567,10,Purchase,5,0.0,0.0,0.0,9450.0,86.65220506013848,0.0,0,1,0
CUST_000037,48,31189,Basic,4,Rural,0,7,0,1,0,0,1282.606462536502,75.44743897273541,17,44.27878801099002,28,Purchase,4,0.0,0.0,0.0,3898.625,71.25591458536123,0.0,0,1,0
CUST_000038,18,31055,Basic,13,Urban,0,3,1,0,0,2,1814.5228661374108,75.60511942239212,24,73.44561853488241,3,Purchase,5,0.0,0.0,0.0,7763.75,72.58091464549643,0.0,0,0,0
CUST_000039,25,49477,Premium,14,Rural,0,0,1,0,2,0,1706.0814156333886,89.79375871754677,19,100.4293547653608,11,Purchase,3,0.0,0.0,0.0,49477.0,85.30407078166942,0.0,0,0,0
CUST_000040,47,98011,Basic,22,Rural,1,3,0,1,0,0,2396.0761520352366,119.80380760176183,20,158.29847308267287,5,Purchase,4,0.0,0.0,0.0,24502.75,114.09886438263031,0.0,1,0,0
CUST_000041,56,38629,Premium,7,Rural,1,5,1,0,2,0,1379.4194024760382,86.21371265475238,16,124.25979846396713,21,Purchase,5,0.0,0.0,0.0,6438.166666666667,81.14231779270813,0.0,0,1,0
CUST_000042,47,32585,Basic,35,Urban,0,0,0,0,0,2,1946.4003835647313,108.13335464248507,18,114.40651332254966,15,Purchase,5,0.0,0.0,0.0,32585.0,102.44212545077534,0.0,0,0,0
CUST_000043,43,31900,Basic,2,Urban,1,1,1,1,0,2,1485.0304395955839,70.71573521883732,21,83.45183427917979,31,Purchase,5,0.0,0.0,0.0,15950.0,67.50138361798109,0.0,0,1,0
CUST_000044,40,38645,Gold,19,Suburban,1,3,1,1,1,1,1433.2262911789373,71.66131455894687,20,64.2717639429602,38,Purchase,5,0.0,0.0,0.0,9661.25,68.24887100852082,0.0,0,0,0
CUST_000045,22,24001,Basic,23,Urban,1,3,1,0,0,2,1500.9133817899842,88.28902245823437,17,102.15360218192446,42,Payment,5,0.0,0.0,0.0,6000.25,83.38407676611024,0.0,0,0,0
CUST_000046,34,38564,Gold,5,Suburban,1,2,1,0,1,1,901.3667552113468,64.38333965795334,14,45.981406630953195,7,Purchase,4,0.0,0.0,0.0,12854.666666666666,60.09111701408979,0.0,0,1,0
CUST_000047,38,45497,Gold,41,Urban,1,2,1,0,1,2,2905.4252274215537,138.3535822581692,21,166.66848859267088,34,Purchase,5,0.0,0.0,0.0,15165.666666666666,132.06478306461608,0.0,1,0,0
CUST_000048,60,40329,Gold,22,Rural,1,2,1,0,1,0,2722.663150154415,151.25906389746748,18,149.4898548696029,35,Purchase,4,0.0,0.0,0.0,13443.0,143.2980605344429,0.0,1,0,0
CUST_000049,50,45650,Premium,24,Urban,1,6,0,0,2,2,1557.9313515066478,91.64302067686164,17,93.76267791845957,15,Purchase,5,0.0,0.0,0.0,6521.428571428572,86.55174175036933,0.0,0,0,0
CUST_000050,18,45110,Basic,16,Urban,1,4,1,0,0,2,2473.8447847953444,145.52028145854968,17,250.2702147253444,24,Purchase,5,0.0,0.0,0.0,9022.0,137.43582137751912,0.0,1,0,0
CUST_000051,49,14973,Gold,57,Suburban,1,1,1,0,1,1,1692.0193098994212,94.00107277219007,18,114.87250389403263,12,Purchase,3,2.0,63.335831912611866,5.0,7486.5,89.05364788944321,0.034482758620689655,0,0,1
CUST_000052,39,49932,Basic,28,Urban,1,3,0,1,0,2,1488.8941814566892,78.36285165561522,19,106.47344585089131,13,Purchase,5,0.0,0.0,0.0,12483.0,74.44470907283446,0.0,0,0,0
CUST_000053,34,25964,Basic,11,Urban,1,5,1,0,0,2,2832.539682830527,104.90887714187137,27,134.40141652103082,10,Purchase,5,1.0,61.19764854630597,5.0,4327.333333333333,101.16213152966168,0.08333333333333333,1,1,1
CUST_000054,54,20995,Basic,6,Urban,1,4,1,0,0,2,1445.633487458359,76.08597302412416,19,65.76218981410494,14,Purchase,5,0.0,0.0,0.0,4199.0,72.28167437291795,0.0,0,1,0
CUST_000055,60,20905,Basic,1,Urban,1,1,1,0,0,2,1530.9739035923008,102.06492690615339,15,114.87125539194552,28,Purchase,5,0.0,0.0,0.0,10452.5,95.6858689745188,0.0,0,1,0
CUST_000056,58,45106,Premium,4,Urban,0,2,1,1,2,2,923.7233729498687,61.581558196657916,15,50.57462050298505,4,Purchase,5,0.0,0.0,0.0,15035.333333333334,57.73271080936679,0.0,0,1,0
CUST_000057,32,32490,Basic,118,Urban,1,2,1,0,0,2,1751.2841434450027,72.97017264354177,24,101.65569890625949,10,Purchase,5,0.0,0.0,0.0,10830.0,70.05136573780011,0.0,0,0,0
CUST_000058,40,15662,Basic,12,Urban,1,4,1,0,0,2,1772.8191041411392,88.64095520705696,20,101.13606144559867,23,Purchase,5,0.0,0.0,0.0,3132.4,84.41995734005425,0.0,0,0,0
CUST_000059,49,46120,Basic,54,Urban,1,2,1,0,0,2,1068.2080142127331,62.835765541925475,17,51.32299908388473,14,Purchase,5,0.0,0.0,0.0,15373.333333333334,59.344889678485174,0.0,0,0,0
CUST_000060,59,17680,Basic,4,Urban,0,5,1,1,0,2,2751.706800741202,88.76473550778071,31,87.6117013897647,10,Purchase,5,0.0,0.0,0.0,2946.6666666666665,85.99083752316257,0.0,1,1,0
CUST_000061,37,38945,Premium,13,Suburban,1,4,1,0,2,1,1197.4466183428217,74.84041364642636,16,118.75616801280192,39,Purchase,5,1.0,67.64144442539961,3.0,7789.0,70.43803637310715,0.07142857142857142,0,0,1
CUST_000062,42,40914,Basic,77,Urban,1,4,1,0,0,2,3378.8694776534244,120.67390991619372,28,112.31403493380117,14,Purchase,5,0.0,0.0,0.0,8182.8,116.51274060873877,0.0,1,0,0
CUST_000063,28,56544,Basic,2,Urban,1,3,1,0,0,2,1489.8974616200276,78.41565587473829,19,80.44693336746012,9,Purchase,5,0.0,0.0,0.0,14136.0,74.49487308100137,0.0,0,1,0
CUST_000064,27,88507,Basic,21,Rural,1,1,1,1,0,0,2485.1435827183273,99.4057433087331,25,89.85268852126214,8,Purchase,4,0.0,0.0,0.0,44253.5,95.58244548916643,0.0,1,0,0
CUST_000065,57,18355,Basic,60,Suburban,1,2,1,0,0,1,2428.727538823973,86.74026924371333,28,61.82601900779665,4,Purchase,5,1.0,20.80812033933593,1.0,6118.333333333333,83.74922547668874,0.01639344262295082,1,0,1
CUST_000066,65,35375,Basic,71,Urban,1,3,1,0,0,2,2535.087807348733,169.00585382324886,15,271.81413647382584,16,Purchase,3,0.0,0.0,0.0,8843.75,158.4429879592958,0.0,1,0,0
CUST_000067,43,31629,Basic,44,Rural,1,4,1,0,0,0,1433.1036830438738,79.61687128021521,18,69.05654388025425,14,Purchase,5,1.0,14.34009816222764,4.0,6325.8,75.4265096338881,0.022222222222222223,0,0,1
CUST_000068,60,45110,Basic,46,Suburban,1,3,1,0,0,1,1823.599288845763,79.2869256019897,23,62.95655881560086,11,Purchase,4,3.0,19.657033260884145,4.0,11277.5,75.98330370190679,0.06382978723404255,0,0,1
CUST_000069,50,40450,Basic,25,Urban,1,2,1,0,0,2,1681.7992747727035,210.22490934658794,8,470.95063138138005,108,Purchase,4,0.0,0.0,0.0,13483.333333333334,186.86658608585594,0.0,0,0,0
CUST_000070,35,30446,Basic,5,Rural,0,5,1,1,0,0,1350.1739192727748,75.00966218182083,18,104.40480878033145,36,Purchase,5,0.0,0.0,0.0,5074.333333333333,71.06178522488288,0.0,0,1,0
CUST_000071,50,29130,Gold,31,Urban,1,0,1,1,1,2,2723.911746366258,90.7970582122086,30,80.22214055855657,10,Purchase,5,0.0,0.0,0.0,29130.0,87.86812085052445,0.0,1,0,0
CUST_000072,68,20780,Basic,92,Rural,0,5,1,1,0,0,2325.7016717642823,75.02263457304136,31,108.39185850835192,21,Purchase,5,0.0,0.0,0.0,3463.3333333333335,72.67817724263382,0.0,1,0,0
CUST_000073,44,59511,Premium,17,Urban,1,2,1,0,2,2,2070.7440580440166,108.98652937073771,19,118.81397413200455,9,Purchase,5,0.0,0.0,0.0,19837.0,103.53720290220083,0.0,0,0,0
CUST_000074,68,45688,Premium,7,Urban,1,2,1,0,2,2,2975.9164654368446,165.32869252426914,18,352.05821036963835,11,Purchase,5,0.0,0.0,0.0,15229.333333333334,156.62718239141287,0.0,1,1,0
CUST_000075,18,57462,Basic,20,Suburban,1,2,1,1,0,1,1438.9611178243572,68.52195799163606,21,58.23016448859195,9,Purchase,4,0.0,0.0,0.0,19154.0,65.40732353747079,0.0,0,0,0
CUST_000076,57,31094,Gold,28,Urban,0,2,1,0,1,2,3390.874478405846,141.28643660024358,24,151.74181620810907,21,Purchase,4,0.0,0.0,0.0,10364.666666666666,135.63497913623382,0.0,1,0,0
CUST_000077,46,26149,Premium,5,Urban,1,2,0,1,2,2,1251.9392997596965,69.55218331998314,18,62.76027484438652,9,Purchase,5,0.0,0.0,0.0,8716.333333333334,65.89154209261561,0.0,0,1,0
CUST_000078,40,21180,Premium,30,Suburban,0,1,1,0,2,1,1395.626710933377,107.355900841029,13,119.44667745666123,11,Purchase,5,0.0,0.0,0.0,10590.0,99.68762220952692,0.0,0,0,0
CUST_000079,46,43454,Basic,21,Urban,1,3,1,0,0,2,1383.3036664868453,72.8054561308866,19,67.64410665764717,22,Purchase,5,0.0,0.0,0.0,10863.5,69.16518332434227,0.0,0,0,0
CUST_000080,18,21592,Basic,22,Rural,1,5,1,1,0,0,1463.3583363648684,73.16791681824341,20,68.12257690869578,13,Purchase,5,0.0,0.0,0.0,3598.6666666666665,69.68373030308896,0.0,0,0,0
CUST_000081,41,91521,Basic,8,Urban,1,3,1,0,0,2,1544.0512318195886,90.8265430482111,17,91.36011934404956,23,Purchase,5,0.0,0.0,0.0,22880.25,85.78062398997714,0.0,0,1,0
CUST_000082,50,18886,Basic,4,Rural,1,3,1,1,0,0,2382.175011034619,132.34305616858992,18,163.65656966616686,1,Payment,4,0.0,0.0,0.0,4721.5,125.37763215971678,0.0,1,1,0
CUST_000083,67,41640,Premium,23,Urban,1,1,1,0,2,2,1820.943678577586,82.7701672080721,22,111.81186456003879,24,Purchase,5,4.0,20.582096110069145,3.5,20820.0,79.171464285982,0.16666666666666666,0,0,1
CUST_000084,37,79493,Premium,21,Suburban,1,2,0,1,2,1,1725.441531091697,101.49656065245277,17,141.12959435377576,20,Purchase,5,0.0,0.0,0.0,26497.666666666668,95.85786283842761,0.0,0,0,0
CUST_000085,32,48998,Basic,9,Urban,1,5,0,0,0,2,2041.8281753494564,107.46464080786613,19,87.38046300111854,19,Purchase,5,0.0,0.0,0.0,8166.333333333333,102.09140876747281,0.0,0,1,0
CUST_000086,37,39649,Premium,8,Suburban,1,1,1,0,2,1,1390.5419816465337,92.70279877643559,15,87.23977378589393,8,Purchase,5,0.0,0.0,0.0,19824.5,86.90887385290836,0.0,0,1,0
CUST_000087,58,22376,Premium,10,Urban,1,1,1,1,2,2,1982.6410161905937,82.61004234127473,24,103.83290377525795,7,Purchase,5,0.0,0.0,0.0,11188.0,79.30564064762375,0.0,0,1,0
CUST_000088,49,18198,Basic,16,Urban,1,2,1,0,0,2,1712.8766622869778,74.47289836030338,23,78.2150362669006,16,Purchase,5,0.0,0.0,0.0,6066.0,71.36986092862408,0.0,0,0,0
CUST_000089,37,53371,Basic,88,Urban,0,1,1,0,0,2,2291.6804276203393,104.16729216456088,22,87.66967787334023,14,Purchase,4,0.0,0.0,0.0,26685.5,99.63827946175388,0.0,1,0,0
CUST_000090,52,77116,Basic,34,Urban,1,4,1,0,0,2,1833.6069586276265,107.85923286044861,17,84.78042061651796,13,Purchase,5,1.0,26.639685640581092,5.0,15423.2,101.86705325709036,0.02857142857142857,0,0,1
CUST_000091,46,29160,Premium,45,Urban,1,5,1,0,2,2,1102.2963986645418,64.84096462732599,17,76.45623008668802,5,Purchase,5,0.0,0.0,0.0,4860.0,61.238688814696765,0.0,0,0,0
CUST_000092,59,20546,Premium,16,Suburban,0,0,1,1,2,1,1266.4641809451264,79.1540113090704,16,78.42902428558239,4,Purchase,5,0.0,0.0,0.0,20546.0,74.49789299677214,0.0,0,0,0
CUST_000093,34,10624,Basic,17,Urban,1,4,0,0,0,2,2186.9215280667713,104.13912038413197,21,122.61041550904459,14,Purchase,4,0.0,0.0,0.0,2124.8,99.40552400303505,0.0,0,0,0
CUST_000094,40,22239,Basic,5,Urban,1,3,1,1,0,2,1867.6247485649887,103.7569304758327,18,133.36189406451254,1,Payment,4,0.0,0.0,0.0,5559.75,98.2960393981573,0.0,0,1,0
CUST_000095,39,34309,Premium,30,Rural,0,3,1,0,2,0,971.1044880640695,74.70034523569765,13,73.24880146229847,32,Purchase,5,0.0,0.0,0.0,8577.25,69.36460629029068,0.0,0,0,0
CUST_000096,23,80786,Premium,13,Suburban,1,3,1,0,2,1,2286.7537055967473,78.85357605506024,29,121.44514684592946,2,Purchase,5,3.0,27.753847569062184,3.0,20196.5,76.22512351989158,0.21428571428571427,0,0,1
CUST_000097,49,50846,Basic,32,Rural,1,2,1,0,0,0,1693.1255482732822,65.12021339512624,26,86.42014235553671,4,Purchase,5,0.0,0.0,0.0,16948.666666666668,62.708353639751195,0.0,0,0,0
CUST_000098,48,42300,Basic,12,Rural,1,3,1,0,0,0,2112.189805408231,84.48759221632925,25,85.32649171827956,14,Purchase,5,0.0,0.0,0.0,10575.0,81.23806943877813,0.0,0,0,0
CUST_000099,45,29730,Premium,2,Urban,0,2,0,1,2,2,1760.1963468441663,80.00892485655301,22,79.29682096258767,7,Purchase,5,0.0,0.0,0.0,9910.0,76.53027594974637,0.0,0,1,0
CUST_000100,41,27130,Basic,4,Rural,1,5,1,0,0,0,3266.1605603811595,163.30802801905799,20,260.0729572001582,52,Purchase,4,0.0,0.0,0.0,4521.666666666667,155.5314552562457,0.0,1,1,0
CUST_000101,23,73337,Basic,40,Urban,1,2,0,0,0,2,1020.1338757551495,85.01115631292912,12,62.2329483470889,27,Purchase,3,0.0,0.0,0.0,24445.666666666668,78.47183659654996,0.0,0,0,0
CUST_000102,38,40149,Premium,7,Rural,0,1,1,0,2,0,1596.2051680607356,84.01079831898608,19,74.75402214885312,3,Purchase,5,0.0,0.0,0.0,20074.5,79.81025840303678,0.0,0,1,0
CUST_000103,39,12691,Basic,7,Suburban,0,3,1,0,0,1,1504.0389042752956,83.5577169041831,18,155.48770622370262,14,Purchase,5,0.0,0.0,0.0,3172.75,79.15994233027872,0.0,0,1,0
CUST_000104,32,25931,Premium,63,Suburban,1,0,1,1,2,1,1641.3998200337426,82.06999100168713,20,90.78412468839446,8,Purchase,5,0.0,0.0,0.0,25931.0,78.16189619208298,0.0,0,0,0
CUST_000105,42,23644,Basic,25,Suburban,1,4,1,0,0,1,1431.0329882205292,68.14442801050139,21,48.42014452559388,14,Purchase,5,0.0,0.0,0.0,4728.8,65.04695401002405,0.0,0,0,0
CUST_000106,51,27635,Basic,2,Rural,1,4,1,0,0,0,2253.2634653392493,150.21756435594995,15,218.36986079316426,71,Purchase,4,0.0,0.0,0.0,5527.0,140.82896658370308,0.0,0,1,0
CUST_000107,73,48120,Basic,3,Suburban,0,2,1,0,0,1,1420.147215439,88.7592009649375,16,64.95138505152299,13,Purchase,3,0.0,0.0,0.0,16040.0,83.53807149641177,0.0,0,1,0
CUST_000108,47,34416,Basic,7,Urban,0,2,0,0,0,2,2844.6381036857656,113.78552414743062,25,152.52180106191693,42,Purchase,5,0.0,0.0,0.0,11472.0,109.40915783406791,0.0,1,1,0
CUST_000109,48,34946,Basic,21,Urban,0,2,1,0,0,2,2056.2599880847793,89.40260817759909,23,109.72618423360633,9,Purchase,5,0.0,0.0,0.0,11648.666666666666,85.67749950353247,0.0,0,0,0
CUST_000110,43,70034,Premium,33,Suburban,1,1,1,1,2,1,2675.621142953826,102.90850549822409,26,92.24379184171745,1,Purchase,5,0.0,0.0,0.0,35017.0,99.09707936866023,0.0,1,0,0
CUST_000111,18,25636,Basic,7,Urban,1,1,1,1,0,2,1814.6879386699002,95.50989150894212,19,119.70627097228758,35,Purchase,5,0.0,0.0,0.0,12818.0,90.734396933495,0.0,0,1,0
CUST_000112,44,92235,Gold,49,Suburban,0,3,1,0,1,1,2111.4910337340025,91.80395798843489,23,139.35409766262387,40,Purchase,5,0.0,0.0,0.0,23058.75,87.9787930722501,0.0,0,0,0
CUST_000113,45,25960,Basic,2,Suburban,0,4,1,1,0,1,3113.4862221950702,163.8676959050037,19,242.07147220646468,21,Purchase,4,0.0,0.0,0.0,5192.0,155.67431110975352,0.0,1,1,0
CUST_000114,80,37971,Basic,5,Urban,1,1,1,0,0,2,2820.8732434990984,141.04366217495493,20,163.73451553302448,13,Purchase,5,0.0,0.0,0.0,18985.5,134.32729730948088,0.0,1,1,0
CUST_000115,42,31552,Basic,84,Suburban,1,2,1,0,0,1,2000.0922472194848,86.96053248780369,23,160.78627255956044,29,Payment,5,1.0,30.15027134150084,1.0,10517.333333333334,83.33717696747853,0.011764705882352941,0,0,1
CUST_000116,49,38627,Premium,3,Suburban,1,3,1,0,2,1,2339.9569786494526,77.99856595498176,30,95.33412162889893,8,Purchase,5,0.0,0.0,0.0,9656.75,75.4824831822404,0.0,1,1,0
CUST_000117,44,45355,Basic,52,Rural,0,3,0,1,0,0,1634.7704589973428,65.39081835989371,25,71.42209158800067,29,Purchase,5,0.0,0.0,0.0,11338.75,62.87578688451318,0.0,0,0,0
CUST_000118,27,45112,Basic,29,Urban,1,3,0,1,0,2,1618.1805913873368,89.89892174374093,18,97.857260309235,7,Purchase,5,3.0,23.909429953866937,1.6666666666666667,11278.0,85.16739954670193,0.1,0,0,1
CUST_000119,62,24920,Premium,1,Rural,1,2,1,0,2,0,1877.1442221505365,64.72911110863919,29,88.86098135339472,14,Purchase,5,0.0,0.0,0.0,8306.666666666666,62.57147407168455,0.0,0,1,0
CUST_000120,56,20713,Basic,15,Rural,1,7,1,0,0,0,1025.9990008184745,93.27263643804314,11,122.15908620166243,2,Purchase,3,0.0,0.0,0.0,2589.125,85.49991673487288,0.0,0,0,0
CUST_000121,56,126954,Basic,17,Rural,1,2,1,0,0,0,2121.6477178108935,117.86931765616075,18,106.31078860578816,32,Purchase,5,0.0,0.0,0.0,42318.0,111.66566935846808,0.0,0,0,0
CUST_000122,31,28509,Basic,64,Rural,0,2,1,0,0,0,1904.8184780434913,65.68339579460314,29,106.78208640161498,14,Purchase,5,0.0,0.0,0.0,9503.0,63.493949268116374,0.0,0,0,0
CUST_000123,66,51513,Premium,13,Suburban,1,4,1,0,2,1,962.8879680133903,68.77771200095644,14,73.08098745364074,1,Purchase,5,3.0,32.512701756591746,3.3333333333333335,10302.6,64.19253120089269,0.21428571428571427,0,0,1
CUST_000124,23,16255,Basic,14,Urban,1,1,1,1,0,2,1624.00981531261,116.00070109375785,14,138.1353591990491,3,Purchase,5,0.0,0.0,0.0,8127.5,108.26732102084067,0.0,0,0,0
CUST_000125,53,31577,Premium,2,Suburban,0,3,1,0,2,1,1782.5001358850338,71.30000543540136,25,50.740780016232605,8,Purchase,5,0.0,0.0,0.0,7894.25,68.55769753403976,0.0,0,1,0
CUST_000126,77,34077,Premium,24,Suburban,1,3,1,0,2,1,1691.256048679778,84.56280243398889,20,101.58029288844396,5,Purchase,5,0.0,0.0,0.0,8519.25,80.53600231808466,0.0,0,0,0
CUST_000127,30,46000,Premium,5,Rural,1,3,1,0,2,0,1705.438002204254,85.2719001102127,20,113.94988601750124,33,Purchase,5,1.0,42.45001620496346,5.0,11500.0,81.21133343829781,0.16666666666666666,0,1,1
