customer_id,ticket_date,category,priority,resolution_time_hours,satisfaction_score
CUST_001460,2025-01-25 01:13:20.749766,Technical,Low,12.389571650551824,3
CUST_005691,2024-10-07 01:13:20.749793,Technical,Medium,81.00654965846789,1
CUST_005691,2025-02-25 01:13:20.749818,Complaint,Low,37.802830997391474,3
CUST_007922,2024-11-01 01:13:20.749844,Billing,High,6.243459575423056,1
CUST_008099,2024-11-24 01:13:20.749871,General,Low,9.794346729798376,4
CUST_008099,2025-07-19 01:13:20.749897,Technical,High,20.66358965017793,1
CUST_007533,2024-09-01 01:13:20.749923,Technical,Low,129.5149411754938,4
CUST_007533,2025-01-19 01:13:20.749948,Technical,High,128.3081723666387,1
CUST_005182,2025-02-09 01:13:20.749975,Technical,Low,43.05712689744935,2
CUST_005182,2024-09-24 01:13:20.750000,Billing,Medium,36.88030593978519,3
CUST_005182,2025-04-19 01:13:20.750025,Technical,Medium,17.24578099046159,5
CUST_009550,2025-02-03 01:13:20.750051,Complaint,High,87.91936378263901,1
CUST_005172,2024-12-08 01:13:20.750078,Technical,Low,47.20196432518188,3
CUST_005172,2025-01-17 01:13:20.750104,Billing,Medium,20.460631638018917,5
CUST_005400,2024-12-11 01:13:20.750130,Technical,Low,10.503966561003178,3
CUST_005400,2025-07-31 01:13:20.750155,General,Medium,20.75887742483561,4
CUST_005400,2025-04-01 01:13:20.750180,Technical,Low,37.50595568105922,1
CUST_007515,2025-03-11 01:13:20.750206,Technical,Medium,7.195449786876857,3
CUST_007515,2025-02-10 01:13:20.750232,Complaint,Medium,46.06400647501735,1
CUST_007515,2025-04-24 01:13:20.750257,Billing,Medium,8.689173709744015,2
CUST_006752,2024-12-04 01:13:20.750283,General,Low,6.621093792784926,2
CUST_006752,2025-01-25 01:13:20.750309,Technical,Medium,6.723484008457573,2
CUST_002691,2025-06-27 01:13:20.750335,Complaint,Medium,35.491529424815894,3
CUST_001223,2024-12-16 01:13:20.750361,Technical,Low,26.63543630726103,4
CUST_001223,2024-09-28 01:13:20.750386,Complaint,High,61.28672405001369,3
CUST_003190,2025-07-25 01:13:20.750412,Complaint,Low,26.894553308541127,2
CUST_003190,2025-08-08 01:13:20.750437,Technical,Low,19.17219263886029,2
CUST_003190,2025-07-06 01:13:20.750462,Technical,Medium,7.471213686725369,2
CUST_003190,2025-05-05 01:13:20.750487,Complaint,Medium,9.074942068749897,5
CUST_004090,2025-06-03 01:13:20.750513,Technical,High,39.73316027340164,1
CUST_004090,2025-06-17 01:13:20.750538,Billing,Low,38.033799615580506,1
CUST_004090,2025-07-24 01:13:20.750562,Complaint,Low,22.943965371403817,3
CUST_009129,2025-01-14 01:13:20.750588,Technical,High,13.201788685802365,3
CUST_008475,2025-07-02 01:13:20.750614,Technical,Medium,18.13352079819541,1
CUST_008475,2024-11-03 01:13:20.750639,General,Low,3.154334375060265,4
CUST_007126,2024-10-19 01:13:20.750666,Complaint,High,12.503882207148862,1
CUST_006856,2025-06-14 01:13:20.750692,General,Medium,6.448127585268224,4
CUST_006856,2024-12-28 01:13:20.750717,Technical,Medium,29.504756671210657,1
CUST_006856,2025-07-03 01:13:20.750741,Billing,High,5.279975686906262,4
CUST_004673,2025-08-09 01:13:20.750767,Billing,Medium,10.64493901980451,4
CUST_004673,2024-09-24 01:13:20.750792,General,Medium,1.655589581131197,1
CUST_004673,2025-01-16 01:13:20.750817,Technical,Low,5.622111033317778,3
CUST_004673,2025-06-22 01:13:20.750842,Billing,Medium,2.337123407619674,1
CUST_005687,2025-04-23 01:13:20.750868,Technical,Medium,3.703682464497974,4
CUST_005687,2025-07-03 01:13:20.750893,General,Low,20.38329571186736,5
CUST_007141,2025-05-03 01:13:20.750920,General,Medium,47.36806965753682,1
CUST_007141,2025-03-30 01:13:20.750945,Billing,Low,34.53931700887328,4
CUST_007141,2025-05-08 01:13:20.750970,Billing,Low,85.72009910192114,2
CUST_009309,2025-03-10 01:13:20.750996,General,High,6.462825944855114,5
CUST_009309,2025-07-12 01:13:20.751021,Billing,Medium,21.02002752797257,1
CUST_009309,2024-10-11 01:13:20.751046,General,Low,16.095933870131155,1
CUST_009309,2025-01-24 01:13:20.751071,Billing,Low,1.6867038083360313,1
CUST_006129,2025-07-15 01:13:20.751097,Technical,High,54.20789863083199,1
CUST_001438,2024-09-09 01:13:20.751124,General,Low,53.25377639050656,3
CUST_001438,2025-07-03 01:13:20.751149,General,Medium,4.607905399636105,4
CUST_009023,2025-04-19 01:13:20.751176,General,Low,17.36974604486597,1
CUST_000363,2025-07-04 01:13:20.751202,Technical,Low,24.90333119977329,2
CUST_000363,2025-01-11 01:13:20.751227,Technical,High,36.62600123443829,3
CUST_000363,2024-09-23 01:13:20.751251,General,High,6.74820687236163,3
CUST_002182,2025-01-07 01:13:20.751277,Complaint,High,33.61232957318633,5
CUST_002182,2025-07-14 01:13:20.751302,Technical,Low,4.654574198970882,3
CUST_003585,2025-05-29 01:13:20.751328,Complaint,Medium,5.445371214022763,5
CUST_003585,2025-02-02 01:13:20.751353,Technical,Low,17.854496101373066,5
CUST_009263,2024-08-28 01:13:20.751380,Technical,Low,35.88863097632357,1
CUST_004119,2024-10-12 01:13:20.751406,Technical,Low,24.51789896126182,4
CUST_004119,2025-08-08 01:13:20.751431,Complaint,Low,0.8385324018131618,2
CUST_001317,2024-09-23 01:13:20.751457,General,Medium,54.94246361043044,5
CUST_001317,2025-06-01 01:13:20.751482,General,High,19.62025945145409,3
CUST_001317,2025-02-06 01:13:20.751507,General,Low,3.381348395201247,5
CUST_001317,2025-08-17 01:13:20.751531,General,Medium,3.125000893905997,1
CUST_001317,2024-12-24 01:13:20.751556,Billing,Low,8.446005338109615,3
CUST_007083,2025-03-22 01:13:20.751582,Technical,Medium,8.44062322812868,3
CUST_007083,2025-05-07 01:13:20.751607,General,Medium,21.071694558795,3
CUST_007083,2025-03-16 01:13:20.751631,Technical,Low,2.4680335047408297,3
CUST_007083,2025-03-22 01:13:20.751656,General,Medium,7.535298616862651,4
CUST_005983,2025-03-28 01:13:20.751682,General,Low,4.202033192111849,5
CUST_005983,2025-05-22 01:13:20.751707,Billing,High,10.8278379180781,3
CUST_006741,2024-10-24 01:13:20.751734,General,Low,5.492291937957599,5
CUST_006741,2025-05-22 01:13:20.751760,Technical,Low,0.8988030475399962,5
CUST_006741,2024-11-03 01:13:20.751785,Technical,Low,12.838765863459855,2
CUST_007923,2024-11-08 01:13:20.751813,Billing,High,59.31678014109527,3
CUST_007923,2025-05-15 01:13:20.751839,Billing,Low,23.019982863083683,4
CUST_007923,2025-01-26 01:13:20.751864,Technical,Medium,11.358722926225294,3
CUST_007923,2024-11-14 01:13:20.751889,General,Low,18.385857979667136,5
CUST_003371,2024-12-27 01:13:20.751916,Technical,Low,32.06613795991328,4
CUST_003828,2025-08-20 01:13:20.751943,Billing,Low,27.736306686986687,1
CUST_008467,2024-10-12 01:13:20.751970,Billing,Low,21.71833774167732,3
CUST_008467,2025-06-17 01:13:20.751995,Complaint,Low,18.85082026810577,2
CUST_008467,2025-08-08 01:13:20.752020,General,Low,86.77100744721899,5
CUST_008467,2024-10-10 01:13:20.752045,Complaint,Medium,6.2836022751924325,4
CUST_000291,2025-06-20 01:13:20.752071,Complaint,High,23.227762378385453,3
CUST_003377,2025-08-12 01:13:20.752097,Complaint,Low,0.333106095056822,2
CUST_003377,2025-06-30 01:13:20.752122,Billing,Low,46.91160755642154,2
CUST_003164,2025-07-12 01:13:20.752148,Billing,Low,8.454865435727351,2
CUST_003164,2025-07-01 01:13:20.752173,Complaint,Low,24.490505396912667,3
CUST_003164,2025-02-22 01:13:20.752197,Technical,High,46.67260080016068,2
CUST_003164,2025-03-13 01:13:20.752222,Complaint,Low,12.708241817842216,3
CUST_003164,2025-05-18 01:13:20.752246,Billing,Low,0.8781316776358354,4
CUST_005304,2024-10-16 01:13:20.752276,Billing,High,57.27357234376364,3
CUST_005304,2025-01-29 01:13:20.752301,Technical,Medium,79.06184504707622,1
CUST_001517,2024-11-03 01:13:20.752328,Technical,Low,1.9128449960491327,5
CUST_001517,2024-12-12 01:13:20.752354,Technical,Low,89.92539185141969,5
CUST_002750,2025-04-15 01:13:20.752379,Complaint,Low,25.99759510122457,5
CUST_002750,2025-05-08 01:13:20.752404,Billing,Medium,65.8371808994041,5
CUST_001439,2025-03-07 01:13:20.752431,Billing,Low,8.304249661883077,5
CUST_001605,2025-05-03 01:13:20.752457,Technical,Low,14.26862175817893,1
CUST_001605,2024-12-04 01:13:20.752482,Technical,Low,74.56706575880716,1
CUST_001605,2025-01-28 01:13:20.752506,General,Low,2.5518871023738727,4
CUST_007182,2025-01-27 01:13:20.752532,Billing,High,1.4343484598163998,3
CUST_007182,2025-07-26 01:13:20.752557,Technical,High,74.08059698988725,4
CUST_007182,2025-02-27 01:13:20.752581,Complaint,High,1.1804918847714485,2
CUST_007266,2025-08-21 01:13:20.752608,Technical,Low,80.2349411431271,4
CUST_007266,2024-10-18 01:13:20.752633,Complaint,Low,29.529049020767424,4
CUST_007266,2025-05-24 01:13:20.752658,Complaint,Medium,26.785804294365512,3
CUST_008815,2025-07-02 01:13:20.752684,Complaint,Low,9.402038864435246,1
CUST_000903,2025-06-07 01:13:20.752710,General,Low,4.074478192386925,2
CUST_000903,2024-10-13 01:13:20.752734,Technical,Low,22.585119097431324,5
CUST_000866,2024-09-28 01:13:20.752760,Technical,Medium,12.25951052009418,5
CUST_000866,2025-01-31 01:13:20.752785,Complaint,Medium,2.2549352263013125,1
CUST_000401,2025-01-12 01:13:20.752811,General,Low,2.2366061210406403,5
CUST_007556,2024-12-23 01:13:20.752837,Billing,Low,10.951185570051138,1
CUST_007556,2025-03-23 01:13:20.752862,Billing,Low,104.6771623892995,4
CUST_007556,2025-07-02 01:13:20.752886,General,Medium,51.42888264524338,2
CUST_007556,2024-09-02 01:13:20.752910,Billing,High,22.142834442576643,1
CUST_003679,2024-09-26 01:13:20.752936,Technical,Low,81.72519801611332,3
CUST_006963,2025-06-09 01:13:20.752962,Billing,Low,34.99203017781577,5
CUST_004612,2025-06-13 01:13:20.752988,Technical,High,7.341590183385907,5
CUST_004612,2024-11-07 01:13:20.753013,Complaint,Low,12.237978127199131,5
CUST_008730,2024-11-02 01:13:20.753039,Technical,Low,7.4562719492342,5
CUST_008730,2024-11-01 01:13:20.753064,Technical,Low,0.6327609655392132,5
CUST_006926,2024-11-19 01:13:20.753090,Technical,Low,7.68856037424591,1
CUST_006926,2025-04-26 01:13:20.753115,General,Low,5.328330026077364,1
CUST_007981,2025-04-06 01:13:20.753141,Billing,Low,2.6180835632346784,1
CUST_009416,2025-07-01 01:13:20.753166,Technical,Low,10.056111496251043,1
CUST_009416,2025-06-19 01:13:20.753191,Complaint,Low,7.390703624735055,3
CUST_009416,2024-12-01 01:13:20.753216,Technical,Low,7.356493768193451,3
CUST_007016,2025-03-11 01:13:20.753242,Billing,Low,14.497450517340754,4
CUST_002714,2025-03-02 01:13:20.753268,Technical,Low,52.75647664947736,3
CUST_003487,2024-12-09 01:13:20.753293,Billing,High,3.896234826199764,1
CUST_003487,2025-08-02 01:13:20.753318,General,Low,27.09381686204619,2
CUST_003487,2024-09-26 01:13:20.753343,Billing,Medium,63.90911452507592,1
CUST_005802,2025-06-17 01:13:20.753368,Billing,Low,40.6182786574408,4
CUST_005802,2025-06-21 01:13:20.753393,Billing,Low,3.798317597884712,3
CUST_000294,2024-12-29 01:13:20.753420,Complaint,Low,14.931338819960114,4
CUST_000294,2025-07-19 01:13:20.753445,Technical,Medium,38.53481185651924,3
CUST_004391,2025-01-13 01:13:20.753470,Billing,Low,10.468412081166711,2
CUST_007095,2025-06-27 01:13:20.753496,Technical,Medium,16.121399558971763,5
CUST_007095,2025-04-04 01:13:20.753521,Technical,Low,5.350275173276881,4
CUST_007095,2025-08-07 01:13:20.753546,Technical,High,5.836649357275611,2
CUST_007095,2025-04-07 01:13:20.753571,Billing,Medium,65.35002227991572,3
CUST_007095,2025-07-16 01:13:20.753595,Technical,Medium,34.309430803052805,1
CUST_005504,2025-08-14 01:13:20.753621,Complaint,High,12.971166892098342,3
CUST_005656,2024-09-15 01:13:20.753647,General,Medium,4.161163383503518,5
CUST_005656,2024-10-03 01:13:20.753673,General,Medium,15.668171730333595,1
CUST_007034,2025-08-15 01:13:20.753699,Complaint,High,0.680771941009916,1
CUST_009787,2025-05-31 01:13:20.753725,Billing,Low,14.722416543744538,2
CUST_009787,2025-05-16 01:13:20.753750,Billing,Low,53.86548138836196,4
CUST_009196,2025-04-18 01:13:20.753775,Complaint,High,84.91963609753934,1
CUST_000618,2025-04-16 01:13:20.753801,Billing,Low,6.721949483638008,1
CUST_000618,2025-08-09 01:13:20.753826,Billing,Low,4.668391375021708,1
CUST_002312,2025-06-21 01:13:20.753852,Complaint,Medium,7.1443717468260735,5
CUST_002312,2024-09-17 01:13:20.753876,Complaint,Low,6.988192998167501,3
CUST_000204,2025-06-05 01:13:20.753902,Technical,High,2.7680372815883105,4
CUST_001681,2025-08-09 01:13:20.753929,Technical,Low,11.972535215247918,4
CUST_001681,2025-08-04 01:13:20.753954,Technical,Low,0.5095031162079608,5
CUST_004944,2024-10-16 01:13:20.753979,Technical,High,3.7314915107005104,2
CUST_004944,2024-10-17 01:13:20.754004,Billing,Low,31.475882959523023,4
CUST_004944,2024-12-27 01:13:20.754029,General,Low,69.8645347771192,3
CUST_004944,2025-08-16 01:13:20.754053,Complaint,Medium,0.3152645470618321,2
CUST_001431,2024-12-28 01:13:20.754079,Billing,Low,13.765608836454124,3
CUST_001431,2025-03-06 01:13:20.754104,Billing,Low,0.2217412963490282,2
CUST_001440,2025-05-20 01:13:20.754130,Complaint,High,15.422053740232336,2
CUST_001440,2025-07-01 01:13:20.754155,Complaint,High,2.3315169891294545,1
CUST_005312,2025-02-10 01:13:20.754180,Billing,Medium,17.6572163717935,2
CUST_003167,2024-09-29 01:13:20.754207,Billing,High,0.8226959369047467,2
CUST_003167,2025-06-20 01:13:20.754232,Complaint,Low,38.35329801212196,5
CUST_003167,2025-08-03 01:13:20.754257,Complaint,Low,30.919756175076937,1
CUST_004666,2025-07-12 01:13:20.754284,General,High,88.97912779354606,3
CUST_004666,2024-09-20 01:13:20.754309,Technical,Low,41.42491330853512,3
CUST_004498,2025-01-28 01:13:20.754337,General,Low,19.72886626692477,2
CUST_004498,2025-07-21 01:13:20.754362,Billing,Low,70.8436821716999,1
CUST_004498,2025-07-13 01:13:20.754387,Billing,Low,7.643431510127419,1
CUST_005561,2025-03-21 01:13:20.754412,Complaint,Low,18.42676306274376,3
CUST_005561,2025-01-05 01:13:20.754437,General,Low,131.97854551598567,1
CUST_007609,2024-09-10 01:13:20.754463,Billing,Low,18.70728484741234,2
CUST_007609,2024-12-22 01:13:20.754488,Technical,Medium,17.516482660237454,2
CUST_004767,2025-06-09 01:13:20.754513,Technical,Medium,38.63900536107901,2
CUST_000295,2025-07-16 01:13:20.754539,Technical,Medium,15.308680698792104,5
CUST_008961,2025-05-02 01:13:20.754565,General,Low,3.373038792870664,3
CUST_008961,2025-04-24 01:13:20.754590,Complaint,High,41.32123229383579,2
CUST_005386,2025-06-26 01:13:20.754616,Billing,Medium,15.360082243988554,4
CUST_008493,2025-01-27 01:13:20.754642,Technical,Low,4.254568782047034,5
CUST_008493,2025-01-03 01:13:20.754667,Technical,Low,15.193756964664056,2
CUST_008493,2025-04-02 01:13:20.754691,Billing,Low,6.163459671305544,3
CUST_008493,2025-03-18 01:13:20.754715,Billing,Low,5.775527000901704,5
CUST_008493,2025-05-19 01:13:20.754740,General,Low,32.721616459774225,3
CUST_003485,2025-06-27 01:13:20.754765,Technical,Low,13.35205943761699,2
CUST_000669,2025-08-09 01:13:20.754792,Technical,Low,40.23466797098362,4
CUST_008696,2025-03-27 01:13:20.754818,Technical,Low,18.343269754126467,5
CUST_008696,2024-09-15 01:13:20.754843,Billing,Medium,26.344976687766074,4
CUST_008431,2024-11-17 01:13:20.754869,Complaint,Low,2.2531638318505003,2
CUST_008431,2025-03-26 01:13:20.754893,General,Medium,6.2296552600884825,5
CUST_005939,2025-05-27 01:13:20.754919,General,Low,25.69774895267344,4
CUST_005939,2024-12-29 01:13:20.754944,Billing,Low,74.77619781608556,5
CUST_005939,2025-07-06 01:13:20.754968,Technical,Low,10.671804285955794,1
CUST_005939,2025-04-24 01:13:20.754993,Technical,Low,6.266701412680407,2
CUST_005939,2024-09-12 01:13:20.755017,Billing,Medium,108.63301138611332,3
CUST_003915,2025-06-02 01:13:20.755043,Complaint,Low,72.65650493581882,2
CUST_009223,2024-09-18 01:13:20.755070,General,Low,27.951275168195707,2
CUST_009223,2024-12-18 01:13:20.755094,Technical,Medium,43.45405482915065,1
CUST_009223,2025-07-09 01:13:20.755119,Complaint,High,23.745427406601213,2
CUST_009656,2025-05-10 01:13:20.755145,Billing,High,46.57628088569747,1
CUST_009656,2025-01-01 01:13:20.755170,Billing,Low,35.386659284872515,3
CUST_009656,2025-01-25 01:13:20.755195,General,Medium,7.279760922142668,2
CUST_006549,2025-07-08 01:13:20.755222,General,Medium,24.06553847914079,5
CUST_001830,2025-07-30 01:13:20.755249,Technical,Low,2.334409430398417,4
CUST_001830,2025-05-16 01:13:20.755275,Billing,Low,14.958018018269804,5
CUST_001830,2024-11-20 01:13:20.755299,Complaint,Low,25.792152134230637,4
CUST_001830,2024-10-04 01:13:20.755323,Billing,Low,4.298213674135059,5
CUST_009593,2025-04-08 01:13:20.755349,General,Low,46.46718565375279,4
CUST_003013,2025-01-02 01:13:20.755376,Technical,Medium,9.329545717129154,5
CUST_003013,2024-09-05 01:13:20.755401,Billing,Medium,11.032783192795929,4
CUST_005373,2025-06-18 01:13:20.755427,General,Medium,43.85569404689255,5
CUST_005373,2025-03-12 01:13:20.755453,Complaint,Low,36.74490094726066,2
CUST_006362,2025-04-23 01:13:20.755479,Technical,High,86.33526210352363,4
CUST_006362,2025-01-03 01:13:20.755504,Billing,Low,4.369260691474769,5
CUST_000970,2025-05-27 01:13:20.755529,General,Low,51.479796324004646,1
CUST_000970,2024-08-28 01:13:20.755554,Technical,Medium,0.0093584291077295,1
CUST_000970,2025-08-19 01:13:20.755580,Billing,High,53.90806744786401,4
CUST_003782,2025-05-04 01:13:20.755606,General,Low,20.7315284548078,5
CUST_003782,2025-03-09 01:13:20.755631,Complaint,Medium,5.942342825694206,3
CUST_001743,2025-02-08 01:13:20.755656,Complaint,Low,81.9965027919919,5
CUST_001743,2025-05-21 01:13:20.755681,General,Low,0.9936777550169772,5
CUST_003010,2025-02-20 01:13:20.755707,Technical,Low,33.52550322428209,3
CUST_003010,2024-12-29 01:13:20.755732,Technical,Medium,39.75234619491277,5
CUST_003010,2025-06-21 01:13:20.755756,Complaint,Medium,5.585238696126554,2
CUST_007715,2025-05-01 01:13:20.755781,Technical,Medium,8.654956441442152,5
CUST_007715,2024-12-07 01:13:20.755806,Complaint,High,4.536367289182779,5
CUST_007715,2025-08-17 01:13:20.755830,Complaint,Medium,9.270589109315011,4
CUST_006008,2025-03-27 01:13:20.755857,Billing,Low,102.76100286914787,1
CUST_001909,2025-05-19 01:13:20.755883,General,High,29.397974983961603,1
CUST_000451,2025-05-28 01:13:20.755909,Billing,High,0.2336699263581165,5
CUST_009108,2024-10-07 01:13:20.755934,Complaint,Low,23.74920001709739,1
CUST_009108,2024-12-21 01:13:20.755959,Billing,Low,5.148405266179575,5
CUST_009108,2025-07-03 01:13:20.755984,Billing,Low,17.297387218603234,3
CUST_001033,2024-09-24 01:13:20.756009,Complaint,Low,23.888292856300254,1
CUST_001033,2024-12-31 01:13:20.756034,Complaint,Low,5.265484445020552,1
CUST_006631,2025-03-18 01:13:20.756060,Technical,Medium,41.26219424159844,1
CUST_006631,2024-12-01 01:13:20.756085,General,Low,36.66869647743636,3
CUST_006631,2024-09-19 01:13:20.756109,Technical,Low,22.372168793608715,1
CUST_006305,2025-08-21 01:13:20.756136,Billing,Low,8.65591035850926,5
CUST_009858,2025-01-12 01:13:20.756163,Technical,High,11.890079253633656,1
CUST_007360,2024-08-25 01:13:20.756188,General,Low,104.90932619754508,4
CUST_007360,2024-12-14 01:13:20.756213,General,Medium,5.635440273706352,4
CUST_003111,2025-01-18 01:13:20.756239,Technical,Low,31.32818714365846,2
CUST_003111,2024-08-27 01:13:20.756264,Billing,Low,15.520349312748609,1
CUST_003111,2025-07-27 01:13:20.756288,Technical,Low,14.326073024472304,4
CUST_005510,2025-08-13 01:13:20.756314,General,Low,0.7331578604025035,5
CUST_005510,2024-09-18 01:13:20.756339,Billing,Low,1.5724874145192038,2
CUST_001142,2024-10-28 01:13:20.756366,General,High,7.95225730708006,4
CUST_001629,2025-01-11 01:13:20.756393,Technical,Low,4.281770803764509,3
CUST_001629,2025-05-27 01:13:20.756417,Complaint,Low,20.2950457814074,3
CUST_004782,2025-05-08 01:13:20.756443,Technical,High,9.192610572458152,4
CUST_004782,2024-12-15 01:13:20.756468,Billing,High,50.476992161829685,2
CUST_004782,2025-02-08 01:13:20.756493,General,Medium,9.13075402066443,2
CUST_004782,2024-12-30 01:13:20.756517,Technical,Medium,34.76156302180369,1
CUST_004782,2025-06-24 01:13:20.756542,Complaint,High,30.991199984455164,2
CUST_006590,2025-05-13 01:13:20.756567,Technical,Low,46.43366183269767,3
CUST_000349,2025-03-05 01:13:20.756594,General,Medium,9.670363757633002,5
CUST_000349,2025-05-16 01:13:20.756619,Complaint,High,10.152426074463818,1
CUST_002853,2025-07-29 01:13:20.756645,Billing,Medium,22.769446225634347,1
CUST_002853,2025-04-15 01:13:20.756670,Complaint,Medium,9.120242485053607,1
CUST_002853,2025-01-24 01:13:20.756695,General,Low,11.737568925850356,4
CUST_002853,2024-11-05 01:13:20.756719,Billing,Medium,50.98367665957024,5
CUST_001930,2025-04-01 01:13:20.756745,Complaint,Low,51.82593681436828,5
CUST_001930,2025-08-14 01:13:20.756770,Technical,High,40.96102205362651,5
CUST_001930,2025-07-04 01:13:20.756794,Technical,High,13.383670218710655,5
CUST_004038,2025-04-18 01:13:20.756820,General,Medium,28.302616232299197,5
CUST_006833,2025-08-01 01:13:20.756845,Technical,Medium,0.5223340750938121,1
CUST_006833,2025-07-27 01:13:20.756870,Billing,Medium,82.27353080505361,1
CUST_007478,2025-08-06 01:13:20.756896,Technical,Low,29.030797292259628,1
CUST_007478,2024-09-03 01:13:20.756920,Technical,Low,7.639514406972605,4
CUST_003153,2025-06-27 01:13:20.756946,Complaint,Low,15.49333005224126,1
CUST_003153,2025-07-15 01:13:20.756971,Technical,Low,2.9828951035675795,1
CUST_003153,2024-12-26 01:13:20.756995,Billing,Medium,15.284028105931007,5
CUST_003153,2025-02-15 01:13:20.757020,Billing,High,6.328832796821702,3
CUST_003153,2025-02-04 01:13:20.757044,Complaint,Low,2.254307665761052,4
CUST_004573,2025-04-26 01:13:20.757070,Billing,Low,12.16236350926345,4
CUST_004573,2024-10-16 01:13:20.757094,Billing,Medium,2.132114734828537,1
CUST_004573,2024-11-14 01:13:20.757120,Technical,Medium,18.367727576700496,4
CUST_000332,2025-06-01 01:13:20.757146,Billing,Medium,66.72466513367247,4
CUST_000332,2025-03-17 01:13:20.757172,Billing,Low,8.526194717860598,5
CUST_000332,2025-06-11 01:13:20.757196,Billing,High,48.85770483700108,4
CUST_008792,2025-03-21 01:13:20.757222,General,Medium,32.29793405986763,5
CUST_003821,2024-11-02 01:13:20.757248,General,Low,7.0944462211032,2
CUST_003821,2024-10-19 01:13:20.757273,Complaint,High,41.15353555177447,4
CUST_004903,2025-06-14 01:13:20.757299,Billing,High,13.383721291516787,3
CUST_004903,2024-08-24 01:13:20.757324,Complaint,High,36.96819615907901,3
CUST_009272,2025-04-18 01:13:20.757350,General,Low,3.3705998586390056,1
CUST_006487,2025-01-21 01:13:20.757376,Billing,Low,48.567743202330185,2
CUST_006487,2024-08-30 01:13:20.757401,Billing,Medium,36.93858486888463,5
CUST_007812,2025-04-15 01:13:20.757427,Technical,Medium,35.68711060296253,2
CUST_007812,2025-01-21 01:13:20.757452,Complaint,Medium,72.34048492964578,5
CUST_002078,2024-12-28 01:13:20.757477,Billing,Low,41.56875763238104,4
CUST_001760,2025-05-19 01:13:20.757503,Complaint,Low,6.894633874930767,4
CUST_005673,2024-09-08 01:13:20.757529,Billing,Low,48.13928361440206,1
CUST_005673,2024-10-25 01:13:20.757554,Billing,Medium,42.19904446687734,1
CUST_005673,2025-03-01 01:13:20.757579,Complaint,Medium,33.750320953935955,3
CUST_005673,2025-02-19 01:13:20.757603,General,Medium,40.506410556966,4
CUST_002125,2024-11-17 01:13:20.757630,Complaint,Medium,1.154071297789279,5
CUST_002125,2025-07-04 01:13:20.757655,Complaint,Medium,14.67559930658416,3
CUST_009308,2024-11-29 01:13:20.757680,Technical,Medium,1.8708226619705188,3
CUST_009341,2025-07-21 01:13:20.757706,General,Medium,4.591566921926042,1
CUST_002144,2025-03-16 01:13:20.757732,Complaint,Low,2.492332139763805,5
CUST_002144,2025-04-24 01:13:20.757757,General,Low,43.256901961154966,4
CUST_002144,2025-03-01 01:13:20.757781,General,Medium,4.9014801454838,1
CUST_002144,2025-04-06 01:13:20.757805,Complaint,Medium,23.90911760975218,4
CUST_009848,2025-05-04 01:13:20.757831,Billing,Medium,50.393640176903176,4
CUST_009848,2025-05-27 01:13:20.757857,Complaint,Medium,53.77905839806979,2
CUST_009848,2025-04-09 01:13:20.757881,Billing,Low,38.02970524673498,4
CUST_009848,2025-06-21 01:13:20.757905,General,Low,38.95592950772792,1
CUST_005274,2025-08-16 01:13:20.757931,Billing,Low,2.489191183302341,5
