customer_id,age,income,account_type,tenure_months,location,has_credit_card,num_products,is_active_member,churn
CUST_000070,35,30446,Basic,5,Rural,0,5,1,1
CUST_000071,50,29130,Gold,31,Urban,1,0,1,1
CUST_000072,68,20780,Basic,92,Rural,0,5,1,1
CUST_000073,44,59511,Premium,17,Urban,1,2,1,0
CUST_000074,68,45688,Premium,7,Urban,1,2,1,0
CUST_000075,5,57462,Basic,20,Suburban,1,2,1,1
CUST_000076,57,31094,Gold,28,Urban,0,2,1,0
CUST_000077,46,26149,Premium,5,Urban,1,2,0,1
CUST_000078,40,21180,Premium,30,Suburban,0,1,1,0
CUST_000079,46,43454,Basic,21,Urban,1,3,1,0
CUST_000080,15,21592,Basic,22,Rural,1,5,1,1
CUST_000081,41,91521,Basic,8,Urban,1,3,1,0
CUST_000082,50,18886,Basic,4,Rural,1,3,1,1
CUST_000083,67,41640,Premium,23,Urban,1,1,1,0
CUST_000084,37,79493,Premium,21,Suburban,1,2,0,1
CUST_000085,32,48998,Basic,9,Urban,1,5,0,0
CUST_000086,37,39649,Premium,8,Suburban,1,1,1,0
CUST_000087,58,22376,Premium,10,Urban,1,1,1,1
CUST_000088,49,18198,Basic,16,Urban,1,2,1,0
CUST_000089,37,53371,Basic,88,Urban,0,1,1,0
CUST_000090,52,77116,Basic,34,Urban,1,4,1,0
CUST_000091,46,29160,Premium,45,Urban,1,5,1,0
CUST_000092,59,20546,Premium,16,Suburban,0,0,1,1
CUST_000093,34,10624,Basic,17,Urban,1,4,0,0
CUST_000094,40,22239,Basic,5,Urban,1,3,1,1
CUST_000095,39,34309,Premium,30,Rural,0,3,1,0
CUST_000096,23,80786,Premium,13,Suburban,1,3,1,0
CUST_000097,49,50846,Basic,32,Rural,1,2,1,0
CUST_000098,48,42300,Basic,12,Rural,1,3,1,0
CUST_000099,45,29730,Premium,2,Urban,0,2,0,1
CUST_000100,41,27130,Basic,4,Rural,1,5,1,0
CUST_000101,23,73337,Basic,40,Urban,1,2,0,0
CUST_000102,38,40149,Premium,7,Rural,0,1,1,0
CUST_000103,39,12691,Basic,7,Suburban,0,3,1,0
CUST_000104,32,25931,Premium,63,Suburban,1,0,1,1
CUST_000105,42,23644,Basic,25,Suburban,1,4,1,0
CUST_000106,51,27635,Basic,2,Rural,1,4,1,0
CUST_000107,73,48120,Basic,3,Suburban,0,2,1,0
CUST_000108,47,34416,Basic,7,Urban,0,2,0,0
CUST_000109,48,34946,Basic,21,Urban,0,2,1,0
CUST_000110,43,70034,Premium,33,Suburban,1,1,1,1
CUST_000111,16,25636,Basic,7,Urban,1,1,1,1
CUST_000112,44,92235,Gold,49,Suburban,0,3,1,0
CUST_000113,45,25960,Basic,2,Suburban,0,4,1,1
CUST_000114,81,37971,Basic,5,Urban,1,1,1,0
CUST_000115,42,31552,Basic,84,Suburban,1,2,1,0
CUST_000116,49,38627,Premium,3,Suburban,1,3,1,0
CUST_000117,44,45355,Basic,52,Rural,0,3,0,1
CUST_000118,27,45112,Basic,29,Urban,1,3,0,1
CUST_000119,62,24920,Premium,1,Rural,1,2,1,0
CUST_000120,56,20713,Basic,15,Rural,1,7,1,0
CUST_000121,56,126954,Basic,17,Rural,1,2,1,0
CUST_000122,31,28509,Basic,64,Rural,0,2,1,0
CUST_000123,66,51513,Premium,13,Suburban,1,4,1,0
CUST_000124,23,16255,Basic,14,Urban,1,1,1,1
CUST_000125,53,31577,Premium,2,Suburban,0,3,1,0
CUST_000126,77,34077,Premium,24,Suburban,1,3,1,0
CUST_000127,30,46000,Premium,5,Rural,1,3,1,0
CUST_000128,36,9309,Basic,1,Suburban,0,1,0,1
CUST_000129,46,39461,Gold,138,Suburban,1,5,1,0
CUST_000130,37,20437,Basic,7,Suburban,1,0,1,1
CUST_000131,21,42709,Basic,3,Urban,1,0,1,0
CUST_000132,46,21629,Basic,28,Urban,1,2,1,0
CUST_000133,29,23676,Premium,41,Suburban,0,4,1,0
CUST_000134,52,31671,Basic,1,Urban,0,1,0,1
CUST_000135,31,21457,Basic,2,Urban,1,1,0,1
CUST_000136,68,28630,Premium,2,Suburban,1,4,1,1
CUST_000137,33,19996,Basic,1,Suburban,1,2,0,1
CUST_000138,40,14521,Basic,25,Suburban,1,2,1,0
CUST_000139,57,60414,Premium,21,Rural,1,3,0,1
CUST_000140,26,18995,Premium,26,Urban,1,6,1,0
CUST_000141,48,33211,Basic,16,Urban,1,1,0,1
CUST_000142,64,52915,Basic,40,Suburban,0,4,1,0
CUST_000143,20,26702,Gold,18,Rural,1,0,1,0
CUST_000144,47,24038,Basic,60,Suburban,1,0,1,0
CUST_000145,48,40664,Basic,15,Urban,1,1,1,0
CUST_000146,56,63510,Premium,37,Suburban,1,3,0,1
CUST_000147,26,20238,Basic,12,Rural,1,5,1,0
CUST_000148,25,33688,Basic,13,Urban,1,3,1,0
CUST_000149,52,15271,Basic,45,Urban,1,3,1,1
CUST_000150,49,29833,Basic,2,Suburban,1,6,1,0
CUST_000151,48,36941,Premium,19,Urban,1,4,0,1
CUST_000152,50,23687,Basic,31,Urban,1,1,1,0
CUST_000153,34,28897,Basic,33,Urban,1,1,1,0
CUST_000154,48,17959,Premium,21,Urban,1,1,1,0
CUST_000155,49,37742,Basic,14,Urban,1,1,0,1
CUST_000156,34,61564,Premium,7,Urban,1,1,1,1
CUST_000157,72,20982,Basic,57,Urban,0,5,1,0
CUST_000158,52,26599,Premium,11,Rural,1,2,1,0
CUST_000159,27,46689,Basic,38,Urban,1,4,1,0
CUST_000160,54,66572,Basic,0,Suburban,1,6,0,1
CUST_000161,30,17212,Basic,6,Rural,0,0,1,1
CUST_000162,56,33376,Premium,10,Urban,1,1,1,1
CUST_000163,62,41838,Premium,26,Urban,0,1,1,0
CUST_000164,32,34508,Premium,9,Suburban,1,2,0,0
CUST_000165,59,10526,Basic,1,Urban,0,3,1,0
CUST_000166,51,46655,Basic,4,Urban,1,5,0,1
CUST_000167,57,77626,Premium,7,Rural,1,3,1,0
CUST_000168,73,38496,Premium,4,Urban,1,5,1,1
CUST_000169,41,21686,Premium,5,Suburban,0,2,1,1
CUST_000170,33,28097,Basic,35,Rural,0,4,1,0
CUST_000171,31,87988,Basic,12,Urban,0,2,1,0
CUST_000172,32,57238,Basic,12,Urban,1,3,1,0
CUST_000173,43,50011,Basic,81,Suburban,0,2,0,0
CUST_000174,50,43399,Gold,14,Rural,0,1,1,0
CUST_000175,49,26093,Premium,63,Urban,1,2,0,1
CUST_000176,57,32850,Basic,8,Urban,1,3,1,0
CUST_000177,45,34927,Basic,12,Urban,1,2,1,0
CUST_000178,66,47800,Basic,12,Urban,1,2,1,0
CUST_000179,41,77223,Premium,18,Urban,1,2,1,0
CUST_000180,85,63523,Premium,21,Urban,1,5,1,0
CUST_000181,54,17859,Basic,6,Suburban,1,2,1,0
CUST_000182,32,40619,Premium,37,Rural,1,4,1,0
CUST_000183,28,52490,Basic,16,Rural,1,3,1,0
CUST_000184,52,49485,Basic,0,Rural,1,0,1,1
CUST_000185,41,26512,Premium,21,Urban,1,2,1,0
CUST_000186,55,155913,Premium,38,Urban,1,3,1,0
CUST_000187,52,19176,Premium,6,Suburban,1,0,1,1
CUST_000188,43,21129,Basic,0,Suburban,1,0,1,1
CUST_000189,32,40814,Basic,39,Suburban,1,4,1,0
CUST_000190,22,104652,Basic,89,Urban,0,3,1,1
CUST_000191,38,23906,Basic,1,Urban,1,2,1,0
CUST_000192,57,31795,Basic,66,Urban,1,2,1,0
CUST_000193,48,62233,Basic,10,Urban,1,5,1,0
CUST_000194,26,35992,Basic,68,Urban,1,2,0,0
CUST_000195,47,30720,Basic,25,Rural,1,2,1,0
CUST_000196,50,48185,Premium,53,Urban,1,3,1,0
CUST_000197,31,41616,Premium,36,Rural,1,1,1,0
CUST_000198,47,60792,Premium,0,Rural,1,3,1,1
CUST_000199,45,69267,Basic,1,Suburban,1,2,1,0
CUST_000200,27,42340,Basic,17,Rural,0,2,1,0
CUST_000201,50,42018,Basic,3,Urban,1,2,1,1
CUST_000202,53,40419,Basic,14,Suburban,1,4,0,0
CUST_000203,61,46377,Basic,74,Rural,1,3,1,0
CUST_000204,60,37331,Basic,8,Urban,1,3,1,0
CUST_000205,24,36304,Premium,16,Suburban,1,0,1,0
CUST_000206,30,66059,Gold,11,Urban,1,4,1,0
CUST_000207,52,77501,Basic,23,Urban,1,1,1,0
CUST_000208,52,17089,Premium,5,Rural,1,3,1,1
CUST_000209,52,36497,Basic,7,Suburban,1,3,1,0
CUST_000210,102,25736,Premium,46,Urban,1,2,1,0
CUST_000211,53,31086,Premium,40,Rural,1,1,0,1
CUST_000212,62,44411,Gold,37,Urban,1,1,1,1
CUST_000213,59,50752,Basic,35,Rural,0,3,1,0
CUST_000214,54,34335,Basic,14,Rural,0,0,1,0
CUST_000215,40,13951,Basic,31,Rural,0,4,1,0
CUST_000216,56,22414,Basic,11,Suburban,0,7,1,0
CUST_000217,33,56854,Gold,2,Suburban,0,1,1,1
CUST_000218,41,9226,Premium,11,Suburban,0,4,1,0
CUST_000219,37,65756,Premium,4,Urban,1,2,1,1
CUST_000220,46,47127,Basic,11,Urban,0,4,0,0
CUST_000221,79,70128,Premium,8,Urban,1,2,1,0
CUST_000222,16,32883,Basic,21,Suburban,1,6,1,0
CUST_000223,55,12955,Basic,10,Suburban,0,1,1,0
CUST_000224,20,45034,Premium,29,Suburban,1,3,1,1
CUST_000225,37,68687,Basic,17,Suburban,0,5,0,1
CUST_000226,61,57662,Basic,60,Suburban,0,4,1,0
CUST_000227,45,26072,Basic,2,Suburban,1,2,1,0
CUST_000228,28,37925,Premium,27,Urban,1,2,1,1
CUST_000229,34,27821,Premium,26,Urban,1,2,1,0
CUST_000230,55,24109,Basic,72,Urban,1,2,0,1
CUST_000231,34,58553,Premium,11,Suburban,0,3,1,0
CUST_000232,48,19954,Premium,8,Urban,1,3,0,0
CUST_000233,45,23227,Gold,4,Suburban,1,2,1,1
CUST_000234,35,20910,Basic,7,Urban,1,3,1,0
CUST_000235,77,17238,Premium,16,Urban,0,5,1,0
CUST_000236,54,39073,Premium,43,Suburban,1,2,1,0
CUST_000237,14,64909,Basic,8,Urban,0,3,1,1
CUST_000238,47,33109,Basic,4,Suburban,0,4,1,0
CUST_000239,35,17105,Basic,7,Rural,1,2,1,0
CUST_000240,57,55269,Basic,2,Suburban,0,3,1,0
CUST_000241,33,84360,Basic,62,Suburban,1,1,1,0
CUST_000242,43,26288,Basic,49,Suburban,1,1,1,1
CUST_000243,52,28587,Basic,8,Urban,0,2,1,0
CUST_000244,57,46996,Basic,6,Suburban,0,2,1,0
CUST_000245,26,81710,Basic,56,Urban,1,1,1,0
CUST_000246,39,28003,Premium,0,Urban,1,2,0,1
CUST_000247,37,18653,Premium,22,Urban,1,4,1,0
CUST_000248,35,49796,Basic,59,Suburban,1,4,1,0
CUST_000249,71,54151,Basic,17,Suburban,0,1,1,0
CUST_000250,51,36427,Basic,0,Rural,0,2,1,0
CUST_000251,26,27472,Basic,5,Urban,0,1,1,0
CUST_000252,58,59706,Basic,61,Urban,1,0,0,1
CUST_000253,76,47288,Premium,0,Suburban,1,4,1,0
CUST_000254,60,24730,Basic,12,Suburban,0,3,1,1
CUST_000255,22,37217,Premium,37,Urban,0,4,1,1
CUST_000256,37,18474,Premium,43,Urban,1,2,1,0
CUST_000257,64,51171,Basic,15,Suburban,1,6,1,0
CUST_000258,34,31852,Basic,6,Urban,1,1,1,0
CUST_000259,51,29206,Basic,21,Suburban,0,3,1,0
CUST_000260,56,35723,Basic,7,Suburban,1,2,0,1
CUST_000261,31,37054,Basic,7,Urban,1,3,1,1
CUST_000262,44,56809,Gold,39,Urban,1,2,1,0
CUST_000263,-3,48802,Premium,4,Rural,1,3,0,1
CUST_000264,29,33583,Gold,0,Urban,0,2,0,1
CUST_000265,41,53201,Basic,9,Urban,0,3,1,0
CUST_000266,26,44372,Basic,16,Suburban,1,8,0,0
CUST_000267,69,29339,Basic,29,Suburban,1,1,1,0
CUST_000268,23,34120,Basic,36,Suburban,1,1,0,0
CUST_000269,38,33721,Basic,26,Suburban,0,6,1,0
CUST_000270,46,46752,Premium,23,Rural,1,5,1,0
CUST_000271,66,30226,Basic,26,Urban,1,4,1,0
CUST_000272,23,29875,Gold,7,Suburban,1,0,1,1
CUST_000273,62,97185,Gold,11,Suburban,1,1,1,0
CUST_000274,45,58096,Basic,22,Urban,1,4,1,0
CUST_000275,30,24827,Premium,1,Urban,1,3,1,1
CUST_000276,51,48313,Basic,8,Suburban,0,8,1,0
CUST_000277,47,38529,Basic,12,Urban,1,1,1,0
CUST_000278,35,44168,Premium,18,Rural,0,0,1,0
CUST_000279,46,38896,Basic,15,Suburban,1,1,1,0
CUST_000280,39,65829,Premium,30,Suburban,1,1,1,0
CUST_000281,46,43166,Premium,15,Rural,1,0,0,1
CUST_000282,54,35205,Premium,56,Suburban,1,5,0,0
CUST_000283,68,61150,Gold,11,Suburban,0,4,1,0
CUST_000284,26,40808,Basic,17,Suburban,1,3,1,0
CUST_000285,76,38589,Basic,0,Suburban,1,3,1,0
CUST_000286,15,42489,Basic,8,Suburban,1,2,1,0
CUST_000287,42,34654,Basic,48,Urban,1,4,1,0
CUST_000288,53,36483,Basic,9,Rural,1,2,1,0
CUST_000289,49,27082,Premium,7,Urban,1,1,1,0
CUST_000290,35,24944,Basic,18,Suburban,1,3,1,0
CUST_000291,41,22042,Gold,1,Urban,0,1,0,1
CUST_000292,37,18106,Premium,18,Suburban,1,2,0,0
CUST_000293,36,23391,Basic,8,Rural,1,4,1,0
CUST_000294,57,33285,Basic,11,Rural,1,2,1,0
CUST_000295,50,38236,Basic,37,Suburban,0,1,1,1
CUST_000296,34,31708,Basic,26,Suburban,0,6,0,0
CUST_000297,58,11182,Basic,14,Urban,1,2,1,0
CUST_000298,49,79801,Basic,20,Urban,1,3,1,1
CUST_000299,57,62519,Premium,34,Urban,1,3,1,1
CUST_000300,54,45382,Basic,32,Urban,1,3,1,0
CUST_000301,32,94253,Premium,4,Rural,1,2,1,1
CUST_000302,36,22277,Premium,8,Urban,1,1,1,0
CUST_000303,56,93322,Basic,10,Suburban,0,3,1,0
CUST_000304,54,22412,Basic,4,Rural,1,5,1,1
CUST_000305,44,40919,Premium,0,Suburban,0,5,0,1
CUST_000306,46,19207,Gold,4,Urban,1,2,1,1
CUST_000307,64,36583,Basic,39,Urban,1,0,0,0
CUST_000308,36,44050,Basic,18,Urban,1,1,1,1
CUST_000309,53,33612,Basic,10,Suburban,0,3,1,0
CUST_000310,41,51892,Basic,22,Urban,1,0,1,0
CUST_000311,41,38158,Basic,32,Suburban,0,2,1,0
CUST_000312,61,27967,Basic,10,Rural,1,2,1,0
CUST_000313,57,27353,Premium,15,Urban,1,3,1,0
CUST_000314,57,54472,Basic,1,Urban,0,2,1,1
CUST_000315,64,26189,Basic,21,Suburban,1,2,1,1
CUST_000316,45,57394,Basic,10,Urban,1,2,1,0
CUST_000317,55,66926,Premium,13,Suburban,1,3,1,0
CUST_000318,40,15766,Basic,13,Suburban,1,3,0,0
CUST_000319,49,63988,Gold,24,Urban,1,2,1,0
CUST_000320,43,101743,Basic,20,Rural,1,5,0,1
CUST_000321,46,41192,Basic,13,Urban,1,3,1,0
CUST_000322,53,48998,Basic,0,Urban,0,2,1,1
CUST_000323,32,60992,Premium,23,Rural,1,1,1,1
CUST_000324,76,31642,Basic,50,Urban,0,2,1,0
CUST_000325,29,39780,Premium,35,Urban,0,3,1,0
CUST_000326,26,18824,Premium,95,Rural,0,2,0,0
CUST_000327,62,38922,Premium,3,Urban,0,5,1,1
CUST_000328,56,46586,Basic,6,Urban,0,3,1,0
CUST_000329,54,47008,Premium,18,Suburban,0,1,1,0
CUST_000330,54,61865,Basic,6,Urban,1,2,0,0
CUST_000331,44,24651,Basic,0,Suburban,0,4,0,0
CUST_000332,31,27825,Basic,12,Urban,1,2,1,0
CUST_000333,46,93690,Premium,8,Suburban,1,4,1,0
CUST_000334,34,33685,Basic,7,Urban,1,3,1,0
CUST_000335,59,40135,Basic,73,Rural,1,3,1,0
CUST_000336,42,35118,Basic,6,Urban,1,3,0,1
CUST_000337,32,24080,Basic,3,Suburban,1,1,0,0
CUST_000338,40,81778,Basic,3,Rural,0,2,0,1
CUST_000339,51,27893,Basic,39,Urban,1,3,1,0
CUST_000340,36,20668,Basic,30,Urban,1,0,1,1
CUST_000341,32,28987,Basic,3,Urban,1,3,1,0
CUST_000342,48,13348,Premium,5,Rural,1,6,1,0
CUST_000343,48,26222,Basic,33,Suburban,1,5,1,0
CUST_000344,37,22380,Basic,7,Rural,0,4,1,0
CUST_000345,37,49449,Basic,95,Suburban,1,3,1,1
CUST_000346,48,25933,Premium,18,Urban,1,4,0,1
CUST_000347,23,56607,Basic,5,Urban,1,0,1,1
CUST_000348,23,73075,Basic,46,Rural,1,4,1,1
CUST_000349,34,53668,Basic,9,Urban,1,6,1,0
CUST_000350,41,32607,Gold,8,Urban,1,3,1,1
CUST_000351,49,38970,Basic,9,Suburban,1,1,1,0
CUST_000352,67,16941,Basic,35,Urban,1,1,1,0
CUST_000353,57,33965,Basic,4,Urban,1,6,1,1
CUST_000354,42,23618,Basic,11,Suburban,1,1,1,1
CUST_000355,44,51388,Basic,0,Urban,0,4,1,1
CUST_000356,29,131449,Premium,42,Urban,1,1,0,1
CUST_000357,44,46625,Basic,9,Suburban,1,2,1,0
CUST_000358,40,13419,Premium,6,Suburban,1,2,1,0
CUST_000359,49,30314,Basic,20,Urban,0,3,1,0
CUST_000360,32,38609,Basic,29,Urban,1,1,1,0
CUST_000361,52,37936,Basic,40,Rural,1,0,1,0
CUST_000362,67,25199,Basic,10,Urban,0,2,0,0
CUST_000363,43,41054,Premium,40,Urban,1,2,1,0
CUST_000364,51,19511,Basic,15,Urban,0,5,1,0
CUST_000365,55,22641,Premium,2,Urban,1,2,1,0
CUST_000366,38,50156,Premium,44,Suburban,0,4,1,1
CUST_000367,48,21854,Basic,19,Rural,1,3,0,1
CUST_000368,45,47529,Premium,22,Urban,1,3,1,0
CUST_000369,46,18311,Basic,66,Suburban,1,4,1,0
CUST_000370,33,87764,Basic,19,Rural,1,3,1,0
CUST_000371,45,24658,Premium,0,Urban,1,2,0,0
CUST_000372,52,32473,Basic,49,Urban,1,0,1,0
CUST_000373,66,42843,Basic,8,Suburban,1,2,1,0
CUST_000374,59,27373,Premium,16,Urban,1,1,1,1
CUST_000375,77,39015,Gold,5,Suburban,1,3,1,0
CUST_000376,33,48420,Basic,8,Suburban,0,4,0,1
CUST_000377,58,58706,Premium,27,Urban,0,1,0,0
CUST_000378,47,53946,Basic,13,Urban,1,3,0,1
CUST_000379,77,33326,Gold,23,Urban,1,0,1,1
CUST_000380,32,33748,Basic,41,Urban,1,2,1,0
CUST_000381,32,117542,Premium,10,Urban,1,1,1,0
CUST_000382,36,58392,Basic,20,Suburban,1,5,1,0
CUST_000383,13,22904,Premium,36,Urban,1,3,1,0
CUST_000384,37,38177,Premium,30,Suburban,1,1,1,0
CUST_000385,33,30712,Basic,18,Urban,1,2,1,0
CUST_000386,47,33939,Basic,11,Suburban,0,3,1,0
CUST_000387,50,19638,Premium,12,Rural,1,3,1,0
CUST_000388,73,29555,Premium,13,Rural,1,3,1,0
CUST_000389,59,89839,Basic,10,Urban,1,2,1,0
CUST_000390,36,48510,Basic,28,Urban,1,0,1,1
CUST_000391,31,10450,Premium,3,Urban,0,0,1,1
CUST_000392,52,66726,Basic,82,Urban,0,3,0,1
CUST_000393,25,62618,Basic,36,Rural,0,1,1,1
CUST_000394,72,30344,Gold,8,Suburban,0,0,1,0
CUST_000395,62,51980,Basic,1,Suburban,1,2,0,1
CUST_000396,37,23630,Basic,29,Suburban,1,1,1,1
CUST_000397,19,28706,Basic,31,Suburban,0,2,1,0
CUST_000398,65,76824,Premium,79,Suburban,0,3,1,0
CUST_000399,43,31701,Basic,7,Urban,1,3,1,0
CUST_000400,63,14258,Premium,2,Urban,1,5,1,1
CUST_000401,21,35184,Premium,59,Suburban,1,2,1,1
CUST_000402,36,34916,Basic,7,Rural,1,5,1,0
CUST_000403,45,66117,Premium,30,Urban,1,5,1,0
CUST_000404,45,36576,Basic,1,Suburban,1,2,0,1
CUST_000405,38,29413,Premium,34,Urban,1,2,1,1
CUST_000406,54,61238,Basic,3,Urban,0,4,1,1
CUST_000407,28,38576,Premium,28,Urban,1,6,0,1
CUST_000408,42,24958,Basic,18,Suburban,0,5,1,0
CUST_000409,46,64698,Basic,74,Urban,1,2,1,0
CUST_000410,52,40007,Gold,0,Suburban,0,4,1,0
CUST_000411,55,36368,Basic,8,Urban,1,2,1,0
CUST_000412,28,39693,Premium,1,Suburban,1,1,1,0
CUST_000413,21,21261,Basic,50,Urban,0,2,1,1
CUST_000414,64,27894,Basic,21,Urban,0,1,1,1
CUST_000415,49,36380,Premium,18,Urban,1,2,1,0
CUST_000416,33,32947,Basic,3,Urban,1,1,1,1
CUST_000417,68,68611,Premium,16,Urban,1,3,0,0
CUST_000418,46,40485,Basic,12,Rural,1,2,0,0
CUST_000419,62,55684,Basic,9,Urban,0,0,1,0
CUST_000420,46,36486,Premium,35,Suburban,1,3,1,0
CUST_000421,75,61583,Basic,1,Suburban,1,1,0,1
CUST_000422,71,44301,Basic,24,Suburban,1,1,1,0
CUST_000423,41,36560,Premium,41,Suburban,1,2,1,1
CUST_000424,59,36075,Basic,57,Rural,1,4,1,1
CUST_000425,54,22534,Basic,32,Rural,1,2,1,0
CUST_000426,65,46791,Premium,7,Urban,1,1,1,0
CUST_000427,30,35592,Premium,22,Suburban,0,5,0,0
CUST_000428,55,28254,Basic,3,Urban,1,6,1,0
CUST_000429,60,63147,Basic,2,Urban,0,3,1,0
CUST_000430,18,19436,Premium,24,Urban,0,3,1,0
CUST_000431,27,29400,Basic,45,Rural,0,2,1,0
CUST_000432,14,60709,Basic,1,Suburban,1,5,1,0
CUST_000433,40,42521,Gold,2,Suburban,1,1,1,0
CUST_000434,55,35456,Basic,20,Urban,0,2,1,0
CUST_000435,67,41171,Basic,5,Urban,1,1,1,0
CUST_000436,46,39723,Premium,22,Urban,0,2,1,0
CUST_000437,69,17011,Premium,5,Suburban,0,1,0,0
CUST_000438,24,30496,Premium,2,Urban,1,1,1,1
CUST_000439,19,81492,Basic,18,Suburban,0,4,1,0
CUST_000440,44,26116,Basic,47,Rural,0,1,1,0
CUST_000441,50,30972,Premium,27,Rural,0,0,0,1
CUST_000442,44,27700,Basic,40,Rural,0,2,1,0
CUST_000443,13,34769,Premium,7,Urban,1,1,1,0
CUST_000444,43,27131,Basic,52,Rural,0,2,0,0
CUST_000445,25,46321,Premium,11,Rural,1,1,1,0
CUST_000446,55,40080,Basic,45,Rural,1,1,1,1
CUST_000447,50,53464,Basic,15,Rural,1,2,1,0
CUST_000448,30,21472,Basic,7,Rural,1,5,1,0
CUST_000449,37,30632,Premium,7,Urban,0,4,0,1
CUST_000450,29,32439,Basic,20,Urban,1,6,1,1
CUST_000451,44,45607,Premium,1,Suburban,1,5,1,1
CUST_000452,59,24425,Basic,63,Suburban,0,2,1,0
CUST_000453,30,57401,Basic,7,Urban,1,2,1,0
CUST_000454,52,65723,Premium,9,Suburban,1,5,0,1
CUST_000455,37,22149,Basic,6,Urban,0,4,1,0
CUST_000456,33,28411,Basic,0,Urban,0,3,1,1
CUST_000457,43,27834,Basic,28,Urban,1,4,1,0
CUST_000458,29,135427,Premium,21,Urban,1,1,1,0
CUST_000459,36,29291,Gold,39,Suburban,1,2,0,1
